,gastruloid,V1,V2,scs.cpart,clust_C5F10,clust_C5A9,clust_C5B10,clust_C5C6,clust_C5G7,clust_C5H11,clust_C5H7,clust_C5H9
B1_43,C5B4,2.6132733171852998,-0.561829269081393,3.0,,,,,,,,
B1_44,C5B4,22.3821464010727,3.90279098865636,7.0,,,,,,,,
B1_46,C5F2,19.1016172608196,12.931197749535501,6.0,,,,,,,,
B1_47,C5F2,-16.945939747865502,-2.76332679989362,2.0,,,,,,,,
B1_49,C5B4,13.6685296563379,10.8390652493013,6.0,,,,,,,,
B1_5,C5F2,18.0432316333783,0.9399698622862941,6.0,,,,,,,,
B1_50,C5B4,10.7944307771906,8.832596748436881,9.0,,,,,,,,
B1_51,C5B4,9.079872377348849,-0.345880965124576,7.0,,,,,,,,
B1_52,C5B4,-7.81589922799056,3.9951613459845494,1.0,,,,,,,,
B1_53,C5B4,16.9483991067095,15.8455641870293,6.0,,,,,,,,
B1_54,C5B4,-38.3815925365505,0.7766945153610079,4.0,,,,,,,,
B1_56,C5B4,-2.58787863336416,5.2810779302568704,1.0,,,,,,,,
B1_57,C5B4,2.2891928534968797,-7.40787318108729,1.0,,,,,,,,
B1_58,C5B4,-1.5558102687535602,4.88780068743579,9.0,,,,,,,,
B1_59,C5B4,-3.1162555738037003,12.328671934581099,9.0,,,,,,,,
B1_6,C5F2,16.9607233516507,-3.36642016037916,7.0,,,,,,,,
B1_60,C5B4,-9.82926229782822,0.334934716027886,2.0,,,,,,,,
B1_61,C5B4,11.270593552291698,13.02499444145,1.0,,,,,,,,
B1_62,C5B4,9.06667748080813,-1.1131614847076898,7.0,,,,,,,,
B1_63,C5B4,8.23086822766021,-4.62415112610775,9.0,,,,,,,,
B1_64,C5B4,-5.404845785484261,4.73851183673211,1.0,,,,,,,,
B1_65,C5B4,-10.3841309695257,-4.4178713811440495,2.0,,,,,,,,
B1_66,C5B4,8.51441188804097,-4.524713614655361,5.0,,,,,,,,
B1_68,C5B4,16.273897155741597,3.1007183169437003,7.0,,,,,,,,
B1_69,C5B4,9.628688279487891,-4.25300528726389,7.0,,,,,,,,
B1_7,C5F2,7.05857451952482,-7.81573475440441,9.0,,,,,,,,
B1_70,C5B4,17.4284546703616,-1.7926979949064898,5.0,,,,,,,,
B1_71,C5B4,-11.652860376935301,-9.523666275293118,2.0,,,,,,,,
B1_73,C5B4,-2.65321444478601,6.27318900330536,1.0,,,,,,,,
B1_75,C5B4,6.89202722167911,-9.31652700757501,9.0,,,,,,,,
B1_76,C5B4,10.0229649306294,7.1425727315842105,7.0,,,,,,,,
B1_77,C5B4,14.733080741735499,15.719187049115,6.0,,,,,,,,
B1_78,C5B4,7.14869174728722,-5.223457998965809,9.0,,,,,,,,
B1_79,C5B4,-7.03261705408554,15.713722183052099,11.0,,,,,,,,
B1_8,C5F2,22.0015000588789,3.2009057130643903,6.0,,,,,,,,
B1_80,C5B4,-10.1699394523423,3.35674657388021,1.0,,,,,,,,
B1_81,C5B4,10.162853483271698,3.4416195694638803,7.0,,,,,,,,
B1_82,C5B4,7.84992351688017,-3.72552303661978,3.0,,,,,,,,
B1_83,C5B4,5.386936965012441,-0.8960841626087791,3.0,,,,,,,,
B1_84,C5B4,14.599959579503698,12.674718151126699,7.0,,,,,,,,
B1_87,C5B4,-9.72897957062591,4.92508734504247,1.0,,,,,,,,
B1_89,C5B4,0.639189241782455,9.60263772393233,6.0,,,,,,,,
B1_90,C5B4,-8.4581421089819,21.813121405841304,8.0,,,,,,,,
B1_91,C5B4,-37.630670146038206,4.14831524376078,4.0,,,,,,,,
B1_92,C5B4,-39.20527602999729,0.12174866269809301,4.0,,,,,,,,
B1_93,C5B4,7.673524865108781,9.445240888968659,9.0,,,,,,,,
B1_94,C5B4,-2.2714307870418,3.67296374458842,1.0,,,,,,,,
B1_95,C5B4,5.48629206078972,-10.7796241524596,9.0,,,,,,,,
B1_96,C5B4,-33.1964803096765,3.61727415748789,4.0,,,,,,,,
B1_97,C5B4,-35.860131280886606,2.0994001391853603,4.0,,,,,,,,
B1_98,C5B4,-8.017900084118429,-2.2071497952627004,2.0,,,,,,,,
B1_99,C5B4,-2.3873897503291097,4.93838782819374,1.0,,,,,,,,
B2_1,,,,,,,3.0,,,,,
B2_10,C5B10,-37.9398238106088,0.539687525527228,4.0,,,17.0,,,,,
B2_100,C5B10,11.084105458264402,6.2353179603487,7.0,,,1.0,,,,,
B2_101,,,,,,,25.0,,,,,
B2_102,,,,,,,13.0,,,,,
B2_103,C5B10,28.3611641844171,9.40312169605014,6.0,,,,,,,,
B2_104,,,,,,,1.0,,,,,
B2_105,C5B10,12.494131918904099,7.05035298561817,3.0,,,26.0,,,,,
B2_106,C5B10,21.948383824876103,11.0139055948185,6.0,,,,,,,,
B2_108,C5B10,20.8800261918436,11.8844442333484,6.0,,,,,,,,
B2_11,C5B10,13.5118750727046,4.5272482750114005,7.0,,,26.0,,,,,
B2_110,,,,,,,27.0,,,,,
B2_111,,,,,,,8.0,,,,,
B2_112,C5B10,24.3520847854664,14.1265968405739,7.0,,,17.0,,,,,
B2_113,C5B10,-15.0965928520204,-2.15903506831499,1.0,,,15.0,,,,,
B2_114,C5B10,11.8754746136262,4.2652614070208,7.0,,,18.0,,,,,
B2_115,C5B10,4.45918112056162,9.66111059341723,9.0,,,7.0,,,,,
B2_116,C5B10,-11.8058093030783,-20.332207342142198,5.0,,,18.0,,,,,
B2_117,C5B10,24.1046653610251,10.0888136097875,3.0,,,16.0,,,,,
B2_118,C5B10,21.5980792115276,9.23066190000719,6.0,,,,,,,,
B2_119,,,,,,,12.0,,,,,
B2_12,C5B10,-2.6679104745532403,-0.21711893825589298,3.0,,,25.0,,,,,
B2_120,,,,,,,20.0,,,,,
B2_121,,,,,,,6.0,,,,,
B2_122,,,,,,,28.0,,,,,
B2_123,,,,,,,17.0,,,,,
B2_124,,,,,,,5.0,,,,,
B2_125,,,,,,,11.0,,,,,
B2_128,C5B10,-7.00204440002594,15.684958091191099,1.0,,,25.0,,,,,
B2_129,C5B10,0.606446296475307,6.976248591730889,3.0,,,29.0,,,,,
B2_13,C5B10,-11.711527714292801,-2.33178536357925,2.0,,,29.0,,,,,
B2_130,C5B10,2.50998931907674,2.58825684733175,3.0,,,,,,,,
B2_131,,,,,,,12.0,,,,,
B2_132,C5B10,-4.93745463758813,4.83379955894786,1.0,,,,,,,,
B2_133,C5B10,18.1728157782322,3.8480119436849805,7.0,,,,,,,,
B2_134,C5B10,22.4368341931319,11.8433996569032,6.0,,,15.0,,,,,
B2_136,C5B10,-1.21173096287133,4.63376165562857,1.0,,,2.0,,,,,
B2_137,,,,,,,15.0,,,,,
B2_138,C5B10,-33.8913434875927,7.16843367672224,4.0,,,,,,,,
B2_139,,,,,,,1.0,,,,,
B2_141,C5B10,18.4751940432355,4.206956617221089,7.0,,,20.0,,,,,
B2_142,,,,,,,4.0,,,,,
B2_143,C5B10,18.702875881092602,4.28410146087004,6.0,,,10.0,,,,,
B2_144,C5B10,-0.0200336435248071,1.3977257289811102,3.0,,,2.0,,,,,
B2_145,C5B10,3.6069936846333097,5.07576106748126,3.0,,,27.0,,,,,
B2_147,,,,,,,27.0,,,,,
B2_148,,,,,,,13.0,,,,,
B2_15,,,,,,,12.0,,,,,
B2_150,C5B10,24.682277224668496,10.2067861549367,3.0,,,13.0,,,,,
B2_151,,,,,,,26.0,,,,,
B2_152,C5B10,-4.340613341199029,7.83284202220706,1.0,,,,,,,,
B2_153,C5B10,-0.146374043515031,-4.6525516108496205,1.0,,,0.0,,,,,
B2_154,C5B10,25.6465970050098,14.359618130769201,6.0,,,5.0,,,,,
B2_155,C5B10,9.78341374964968,1.68620250168501,3.0,,,,,,,,
B2_156,C5B10,12.6890825235084,2.00018659859689,7.0,,,11.0,,,,,
B2_157,C5B10,-34.3029345388925,4.5151847244043,4.0,,,,,,,,
B2_158,C5B10,20.934124736116,6.25652881575788,3.0,,,14.0,,,,,
B2_159,,,,,,,20.0,,,,,
B2_16,,,,,,,11.0,,,,,
B2_160,,,,,,,1.0,,,,,
B2_161,C5B10,9.107850457394221,4.52865112343859,7.0,,,,,,,,
B2_162,C5B10,25.0110346101547,7.61409313887481,6.0,,,,,,,,
B2_163,C5B10,24.7995312931558,14.1998476270819,6.0,,,,,,,,
B2_164,C5B10,13.157178543343502,3.85870757558727,7.0,,,,,,,,
B2_165,C5B10,6.2614059558557305,-9.550267086996278,9.0,,,1.0,,,,,
B2_166,C5B10,-38.2847581951984,3.6863739841569703,4.0,,,22.0,,,,,
B2_167,,,,,,,4.0,,,,,
B2_168,C5B10,25.1473145597924,13.374443923824,6.0,,,16.0,,,,,
B2_17,,,,,,,0.0,,,,,
B2_170,,,,,,,14.0,,,,,
B2_171,C5B10,22.8248341496383,4.64224180903257,3.0,,,18.0,,,,,
B2_172,,,,,,,6.0,,,,,
B2_174,,,,,,,18.0,,,,,
B2_175,C5B10,5.099752941979941,-5.81338401268891,9.0,,,20.0,,,,,
B2_177,C5B10,-16.6804840479011,-7.9856734982534405,2.0,,,19.0,,,,,
B2_178,,,,,,,15.0,,,,,
B2_179,,,,,,,0.0,,,,,
B2_18,,,,,,,17.0,,,,,
B2_180,C5B10,21.6631319866484,10.841063416708801,6.0,,,10.0,,,,,
B2_181,,,,,,,26.0,,,,,
B2_182,,,,,,,25.0,,,,,
B2_183,C5B10,-7.83030933128005,-0.38576694815032797,9.0,,,19.0,,,,,
B2_185,C5B10,16.7624716916149,5.84801702249218,6.0,,,,,,,,
B2_186,C5B10,25.4909773176675,11.668912498787599,6.0,,,5.0,,,,,
B2_187,C5B10,25.4988705103562,4.94201914418619,6.0,,,28.0,,,,,
B2_188,C5B10,1.44294902587011,-0.19325867015721698,3.0,,,,,,,,
B2_19,,,,,,,25.0,,,,,
B2_190,,,,,,,27.0,,,,,
B2_191,C5B10,-0.167989444879082,6.20138904964342,1.0,,,11.0,,,,,
B2_192,,,,,,,17.0,,,,,
B2_194,C5B10,-3.69382553165071,13.0616675338538,11.0,,,13.0,,,,,
B2_195,C5B10,-0.878623223780953,-1.76898913825674,9.0,,,1.0,,,,,
B2_196,C5B10,25.4625539355464,9.01707885297961,6.0,,,4.0,,,,,
B2_197,,,,,,,1.0,,,,,
B2_198,,,,,,,5.0,,,,,
B2_199,C5B10,26.445890000570504,9.34743449278975,6.0,,,23.0,,,,,
B2_2,C5B10,-38.030211213312604,3.4912296882576097,4.0,,,20.0,,,,,
B2_200,C5B10,-15.3533171252052,-3.75546497480626,2.0,,,1.0,,,,,
B2_201,C5B10,20.831532683620697,7.74398512040547,6.0,,,12.0,,,,,
B2_202,C5B10,-0.708380128036305,4.06757186596883,1.0,,,23.0,,,,,
B2_203,,,,,,,25.0,,,,,
B2_204,,,,,,,20.0,,,,,
B2_205,C5B10,13.725650966045698,8.97824609620492,7.0,,,,,,,,
B2_206,,,,,,,5.0,,,,,
B2_207,C5B10,20.321540450995702,7.96753659618775,6.0,,,10.0,,,,,
B2_208,C5B10,23.8374927291135,9.53365419929306,3.0,,,22.0,,,,,
B2_209,C5B10,24.434193103842002,10.5406437066065,6.0,,,20.0,,,,,
B2_21,,,,,,,19.0,,,,,
B2_210,C5B10,19.9110041796798,0.930437248384379,3.0,,,2.0,,,,,
B2_211,,,,,,,1.0,,,,,
B2_212,,,,,,,9.0,,,,,
B2_213,C5B10,9.33158702717402,9.59625939547229,7.0,,,7.0,,,,,
B2_214,,,,,,,5.0,,,,,
B2_215,C5B10,26.763360242624398,-1.65145323465435,9.0,,,3.0,,,,,
B2_217,,,,,,,,0.0,,,,
B2_218,,,,,,,,1.0,,,,
B2_219,,,,,,,,1.0,,,,
B2_22,,,,,,,21.0,,,,,
B2_220,C5C6,9.65505932284151,-0.567355096077274,7.0,,,,2.0,,,,
B2_221,C5C6,-7.6265814758301405,-12.337601731100198,2.0,,,,3.0,,,,
B2_222,,,,,,,,4.0,,,,
B2_223,C5C6,-9.10666871278152,-6.74413665695902,2.0,,,,0.0,,,,
B2_224,,,,,,,,5.0,,,,
B2_225,C5C6,-32.959002029429,4.62952304189196,4.0,,,,6.0,,,,
B2_226,C5C6,-10.991337086719199,-12.1060539526684,2.0,,,,7.0,,,,
B2_227,,,,,,,,8.0,,,,
B2_228,,,,,,,,9.0,,,,
B2_229,,,,,,,,10.0,,,,
B2_23,C5B10,-4.643877741158151,-3.4514008512656895,1.0,,,29.0,,,,,
B2_230,C5B10,12.648258783441902,10.5382987756059,7.0,,,21.0,,,,,
B2_231,C5B10,26.1520490492351,6.80001736474177,6.0,,,4.0,,,,,
B2_232,C5B10,8.88365585931319,1.43962355131449,7.0,,,14.0,,,,,
B2_233,,,,,,,24.0,,,,,
B2_234,,,,,,,11.0,,,,,
B2_235,C5B10,-1.79367643814511,5.84893552137151,1.0,,,3.0,,,,,
B2_236,C5B10,20.0274059425706,14.1129551701879,6.0,,,0.0,,,,,
B2_237,C5B10,26.572755461282398,11.999778465803098,6.0,,,7.0,,,,,
B2_238,,,,,,,18.0,,,,,
B2_239,,,,,,,7.0,,,,,
B2_24,,,,,,,19.0,,,,,
B2_240,,,,,,,5.0,,,,,
B2_241,C5C6,-10.3846032563834,-10.5951706263578,2.0,,,,1.0,,,,
B2_243,C5C6,-8.4655066681452,-14.091570088234802,5.0,,,,11.0,,,,
B2_244,C5C6,-10.394913006238301,-7.64628484463153,2.0,,,,12.0,,,,
B2_245,,,,,,,,13.0,,,,
B2_246,,,,,,,,14.0,,,,
B2_247,C5C6,-8.31552622046633,-14.230751559189502,5.0,,,,1.0,,,,
B2_248,C5C6,-11.574872556368,5.181420554114769,1.0,,,,9.0,,,,
B2_249,,,,,,,,3.0,,,,
B2_25,C5B10,5.12654135784666,-5.57777822986947,9.0,,,25.0,,,,,
B2_250,,,,,,,,12.0,,,,
B2_251,C5C6,-10.2075570191162,-15.066362043073099,5.0,,,,4.0,,,,
B2_252,C5C6,-9.07365935267118,-20.3693148007557,5.0,,,,6.0,,,,
B2_253,,,,,,,,2.0,,,,
B2_254,C5C6,-14.7772220088604,-9.75885824295449,2.0,,,,2.0,,,,
B2_255,C5C6,8.76216149045938,-4.1338302668476095,3.0,,,,11.0,,,,
B2_256,,,,,,,,4.0,,,,
B2_257,C5C6,-4.771723450489009,-3.7102492656019503,3.0,,,,15.0,,,,
B2_259,,,,,,,,16.0,,,,
B2_26,C5B10,28.7483571611703,-2.53921938279565,7.0,,,24.0,,,,,
B2_260,,,,,,,,16.0,,,,
B2_261,C5C6,-8.943177002679349,-12.5094308236125,5.0,,,,7.0,,,,
B2_262,,,,,,,,12.0,,,,
B2_263,C5C6,-6.496874914170589,-12.9460637961451,2.0,,,,5.0,,,,
B2_264,,,,,,,,17.0,,,,
B2_266,,,,,,,,16.0,,,,
B2_267,C5C6,-15.196120953057198,-10.5099622355997,2.0,,,,18.0,,,,
B2_268,,,,,,,,12.0,,,,
B2_27,,,,,,,23.0,,,,,
B2_270,C5C6,-5.98562728051769,-11.0295896568189,2.0,,,,8.0,,,,
B2_271,,,,,,,,8.0,,,,
B2_272,C5C6,-12.436158546385501,5.634227826374709,1.0,,,,5.0,,,,
B2_274,,,,,,,,2.0,,,,
B2_275,,,,,,,,13.0,,,,
B2_276,C5C6,-13.5792791036694,-5.51303339520612,1.0,,,,10.0,,,,
B2_277,,,,,,,,0.0,,,,
B2_278,C5C6,-15.455997772784901,-10.0041842445394,2.0,,,,18.0,,,,
B2_279,C5C6,-14.1881016966709,-18.002455065522998,5.0,,,,8.0,,,,
B2_28,,,,,,,27.0,,,,,
B2_280,,,,,,,,18.0,,,,
B2_281,,,,,,,,13.0,,,,
B2_282,C5C6,-10.719481172948,-8.47785791069291,2.0,,,,8.0,,,,
B2_283,C5C6,-34.1013267478196,3.1037388309445095,12.0,,,,17.0,,,,
B2_284,C5C6,-5.49527455350564,-6.31252466479602,2.0,,,,18.0,,,,
B2_285,C5C6,-14.8794286447875,-9.85708545303708,2.0,,,,16.0,,,,
B2_286,,,,,,,,18.0,,,,
B2_287,,,,,,,,5.0,,,,
B2_288,,,,,,,,3.0,,,,
B2_289,C5C6,-4.14631123119784,-3.6793683147107,3.0,,,,15.0,,,,
B2_29,C5B10,4.55383703305486,-1.5695624529066297,3.0,,,5.0,,,,,
B2_290,,,,,,,,7.0,,,,
B2_291,,,,,,,,11.0,,,,
B2_292,,,,,,,,13.0,,,,
B2_293,,,,,,,,12.0,,,,
B2_294,C5C6,5.5096331767798,-10.3038976670859,9.0,,,,19.0,,,,
B2_295,,,,,,,,20.0,,,,
B2_296,C5C6,-34.2291819321165,2.67040472904434,12.0,,,,21.0,,,,
B2_297,C5C6,-10.760565350485999,-11.6703422936384,2.0,,,,22.0,,,,
B2_298,C5C6,-10.5969159199331,-11.671601300261099,2.0,,,,2.0,,,,
B2_299,,,,,,,,8.0,,,,
B2_3,,,,,,,20.0,,,,,
B2_30,,,,,,,3.0,,,,,
B2_300,,,,,,,,17.0,,,,
B2_301,C5C6,-8.2333376218686,-18.118452882508603,5.0,,,,14.0,,,,
B2_302,,,,,,,,5.0,,,,
B2_303,C5C6,-13.833592487644,-14.7810535609902,2.0,,,,23.0,,,,
B2_304,C5C6,-7.73364561013711,20.8206128482356,8.0,,,,24.0,,,,
B2_305,C5C6,-6.892313415877769,-6.857748827961201,2.0,,,,14.0,,,,
B2_306,,,,,,,,17.0,,,,
B2_307,C5C6,-16.8191330174548,-10.1898630439214,2.0,,,,14.0,,,,
B2_308,,,,,,,,5.0,,,,
B2_309,,,,,,,,4.0,,,,
B2_31,,,,,,,24.0,,,,,
B2_310,,,,,,,,21.0,,,,
B2_311,,,,,,,,15.0,,,,
B2_312,,,,,,,,21.0,,,,
B2_314,,,,,,,,25.0,,,,
B2_315,,,,,,,,24.0,,,,
B2_316,,,,,,,,24.0,,,,
B2_317,C5C6,-10.1677698639309,-11.085119146973,2.0,,,,24.0,,,,
B2_318,C5C6,-9.14483475789709,-20.088885189268602,5.0,,,,9.0,,,,
B2_319,C5C6,-16.0461478343609,-16.4921257066972,2.0,,,,26.0,,,,
B2_32,,,,,,,24.0,,,,,
B2_320,C5C6,-9.50745543066752,3.8340439689172996,1.0,,,,19.0,,,,
B2_323,C5C6,-32.7286409028804,6.60016842572667,4.0,,,,24.0,,,,
B2_325,C5C6,-11.5293116824524,-11.894479130019901,2.0,,,,,,,,
B2_326,C5C6,-32.8827977332865,4.43336342378659,4.0,,,,12.0,,,,
B2_328,C5C6,10.686627582197,-3.85976944387673,7.0,,,,24.0,,,,
B2_329,,,,,,,,7.0,,,,
B2_330,,,,,,,,10.0,,,,
B2_331,C5C6,-12.835672052310699,-12.2871636126583,2.0,,,,14.0,,,,
B2_332,C5C6,-7.98995141799466,-20.6741961958778,5.0,,,,12.0,,,,
B2_333,C5C6,10.9817704525738,-3.5860889319579603,7.0,,,,2.0,,,,
B2_334,,,,,,,,23.0,,,,
B2_335,,,,,,,,1.0,,,,
B2_336,,,,,,,,19.0,,,,
B2_337,,,,,,,,1.0,,,,
B2_339,C5C6,-12.721951739096001,2.1400175738442297,1.0,,,,20.0,,,,
B2_34,,,,,,,0.0,,,,,
B2_340,C5C6,-13.491443160545499,-19.7204236324131,10.0,,,,17.0,,,,
B2_341,C5C6,11.225399564654698,-3.51908044405126,9.0,,,,21.0,,,,
B2_342,C5C6,11.115541340229,-4.54629746605933,7.0,,,,17.0,,,,
B2_343,C5C6,9.193913881535869,-4.54032872490901,3.0,,,,16.0,,,,
B2_344,C5C6,-33.383445074379104,4.27566958948577,4.0,,,,5.0,,,,
B2_345,,,,,,,,3.0,,,,
B2_346,C5C6,-10.769482424563199,-11.479045163060999,2.0,,,,,,,,
B2_347,C5C6,-7.068785009370589,-3.2919339675137,2.0,,,,11.0,,,,
B2_348,,,,,,,,15.0,,,,
B2_349,C5C6,-5.67833925449751,-9.727410358148381,9.0,,,,18.0,,,,
B2_35,C5B10,20.7640017611241,11.357554558652302,6.0,,,29.0,,,,,
B2_350,,,,,,,,11.0,,,,
B2_351,C5C6,-37.720015150854394,1.02916377246575,4.0,,,,5.0,,,,
B2_352,C5C6,-10.1139062906976,-9.112164937950801,2.0,,,,6.0,,,,
B2_353,C5C6,-10.126771321306599,-15.2096573850276,5.0,,,,25.0,,,,
B2_354,C5C6,-15.5206318784186,-8.499732231833098,2.0,,,,,,,,
B2_355,C5C6,-2.06962943342415,2.05311762351147,9.0,,,,9.0,,,,
B2_356,C5C6,-5.75879396910903,-18.1264983735593,5.0,,,,23.0,,,,
B2_36,C5B10,-38.210167514586104,1.3355643628973501,4.0,,,20.0,,,,,
B2_361,C5C6,-8.40421023193352,-18.6131227257438,5.0,,,,22.0,,,,
B2_362,,,,,,,,18.0,,,,
B2_363,C5C6,-11.906533680121699,-12.6996570606993,2.0,,,,13.0,,,,
B2_364,C5C6,-8.33951424531924,-21.300689167175,5.0,,,,6.0,,,,
B2_365,C5C6,-11.937336201428401,-13.3915131530729,2.0,,,,22.0,,,,
B2_366,,,,,,,,2.0,,,,
B2_367,C5C6,-15.5843660041613,-9.47175885317875,2.0,,,,17.0,,,,
B2_368,C5C6,-15.8844609442836,-9.00182112756768,2.0,,,,22.0,,,,
B2_369,C5C6,-33.3300071502803,3.60680952520167,4.0,,,,10.0,,,,
B2_37,C5B10,-7.917659682361059,20.9442628499834,8.0,,,6.0,,,,,
B2_370,C5C6,-8.6031870465945,-18.356318438284603,5.0,,,,4.0,,,,
B2_371,C5C6,-6.88206952941238,-19.873149143581,5.0,,,,27.0,,,,
B2_372,C5C6,-9.46410570333691,-13.887721077230502,5.0,,,,1.0,,,,
B2_373,C5C6,1.8158568943995,4.384494361594779,3.0,,,,25.0,,,,
B2_374,C5C6,-14.2486684105414,-16.4788454099005,10.0,,,,22.0,,,,
B2_375,C5C6,-5.26796498410208,-18.7431445892739,5.0,,,,23.0,,,,
B2_376,C5C6,-8.21427024172343,-19.2232038494673,5.0,,,,25.0,,,,
B2_377,C5C6,-9.80873765154173,-10.2894427610964,2.0,,,,23.0,,,,
B2_378,C5C6,-5.03278953530368,-19.268942860864602,5.0,,,,6.0,,,,
B2_379,C5C6,-33.2193317725541,5.8571441783884,4.0,,,,4.0,,,,
B2_38,,,,,,,26.0,,,,,
B2_380,C5C6,-37.7555334930975,0.348200005656638,4.0,,,,10.0,,,,
B2_381,,,,,,,,22.0,,,,
B2_39,C5B10,22.819980817749,12.135328375015302,6.0,,,28.0,,,,,
B2_4,,,,,,,12.0,,,,,
B2_40,,,,,,,1.0,,,,,
B2_41,,,,,,,20.0,,,,,
B2_42,,,,,,,21.0,,,,,
B2_43,C5B10,-2.83665379175855,-2.27660329853967,3.0,,,1.0,,,,,
B2_44,,,,,,,25.0,,,,,
B2_45,,,,,,,16.0,,,,,
B2_46,,,,,,,4.0,,,,,
B2_47,,,,,,,17.0,,,,,
B2_49,C5B10,10.6650076667659,8.47233906540167,7.0,,,28.0,,,,,
B2_5,C5B10,23.384028077212,13.32998460228,6.0,,,1.0,,,,,
B2_50,C5B10,22.676171757111696,12.101880551498402,6.0,,,27.0,,,,,
B2_51,,,,,,,29.0,,,,,
B2_52,C5B10,14.247338994351,2.9891509778942202,7.0,,,25.0,,,,,
B2_53,C5B10,26.099405402026896,12.8795784582218,6.0,,,21.0,,,,,
B2_54,,,,,,,21.0,,,,,
B2_55,,,,,,,20.0,,,,,
B2_56,,,,,,,24.0,,,,,
B2_57,C5B10,27.4455921666467,10.119056204110699,6.0,,,19.0,,,,,
B2_58,C5B10,20.7830009743586,6.7871133954189,3.0,,,28.0,,,,,
B2_59,,,,,,,13.0,,,,,
B2_6,,,,,,,4.0,,,,,
B2_60,C5B10,13.3731823284534,5.53540340926057,7.0,,,6.0,,,,,
B2_61,,,,,,,5.0,,,,,
B2_62,C5B10,25.3739758570952,9.039014012083749,6.0,,,6.0,,,,,
B2_63,,,,,,,10.0,,,,,
B2_65,C5B10,3.20292445713533,2.2581442411768595,3.0,,,15.0,,,,,
B2_66,,,,,,,11.0,,,,,
B2_67,,,,,,,25.0,,,,,
B2_68,C5B10,2.13703044896866,4.454541959011809,3.0,,,20.0,,,,,
B2_69,C5B10,23.4889764511755,9.489576510021019,3.0,,,,,,,,
B2_7,,,,,,,3.0,,,,,
B2_70,,,,,,,24.0,,,,,
B2_71,,,,,,,23.0,,,,,
B2_72,,,,,,,7.0,,,,,
B2_73,C5B10,13.4541922430562,8.26849737509263,7.0,,,10.0,,,,,
B2_74,,,,,,,20.0,,,,,
B2_75,C5B10,-1.41435677631414,4.74815837547624,1.0,,,25.0,,,,,
B2_76,,,,,,,14.0,,,,,
B2_77,,,,,,,25.0,,,,,
B2_78,C5B10,11.461727876849501,11.4965246024493,7.0,,,22.0,,,,,
B2_79,C5B10,-2.89647498915748,1.55292303927329,9.0,,,23.0,,,,,
B2_8,C5B10,13.435955919426698,1.77240491704266,7.0,,,12.0,,,,,
B2_80,,,,,,,10.0,,,,,
B2_81,C5B10,27.246800966062498,12.193465874537802,6.0,,,25.0,,,,,
B2_82,,,,,,,1.0,,,,,
B2_83,C5B10,23.3295592491707,9.48654316266012,3.0,,,12.0,,,,,
B2_84,,,,,,,28.0,,,,,
B2_85,,,,,,,18.0,,,,,
B2_86,,,,,,,5.0,,,,,
B2_87,,,,,,,0.0,,,,,
B2_88,C5B10,13.6719443008344,2.24696420677182,7.0,,,7.0,,,,,
B2_89,C5B10,7.589436919155999,4.70709863488601,7.0,,,21.0,,,,,
B2_9,C5B10,19.5345196450491,13.830733818307099,6.0,,,15.0,,,,,
B2_90,C5B10,22.843951642893302,9.195593454299788,6.0,,,15.0,,,,,
B2_91,C5B10,-9.86996098545342,5.435033747987419,1.0,,,25.0,,,,,
B2_92,,,,,,,17.0,,,,,
B2_93,C5B10,13.036743203494899,3.65696078584405,7.0,,,4.0,,,,,
B2_94,C5B10,-2.00008155449118,5.72315465311654,1.0,,,24.0,,,,,
B2_96,,,,,,,6.0,,,,,
B2_97,C5B10,22.4725669211959,7.49857883007369,9.0,,,9.0,,,,,
B2_98,C5B10,21.717764850170997,7.31480519789415,6.0,,,15.0,,,,,
B2_99,,,,,,,25.0,,,,,
C1_100,C9C10,-4.61046888703042,5.88427341274089,1.0,,,,,,,,
C1_101,C9C10,12.7521617109313,20.1308517056362,6.0,,,,,,,,
C1_102,C9C10,16.7108850718531,1.2237769926381001,3.0,,,,,,,,
C1_103,C9C10,10.660307479539,11.864840781129999,7.0,,,,,,,,
C1_104,C9C10,16.202724138380898,1.98324432481502,7.0,,,,,,,,
C1_105,C9C10,15.6605175259472,-3.1560574070714,7.0,,,,,,,,
C1_106,C9C10,17.3306526085258,-1.20603789451324,7.0,,,,,,,,
C1_107,C9C10,20.8515145362475,0.0536595423427084,3.0,,,,,,,,
C1_11,C9C10,19.6305877250559,7.9918649490082005,7.0,,,,,,,,
C1_110,C9C10,28.224382755464397,-1.5991354009280199,2.0,,,,,,,,
C1_111,C9C10,9.01960247332597,6.01763335996374,7.0,,,,,,,,
C1_112,C9C10,-39.1117108401126,0.7512300860436049,4.0,,,,,,,,
C1_113,C9C10,11.412528254352901,6.99461248937908,7.0,,,,,,,,
C1_114,C9C10,-11.24924120577,-3.87081547841975,2.0,,,,,,,,
C1_115,C9C10,12.8021864785179,-6.896706036843559,6.0,,,,,,,,
C1_118,C9C10,-14.807049160908301,0.0380016952865122,1.0,,,,,,,,
C1_12,C9C10,21.537678291988396,0.714941983833057,3.0,,,,,,,,
C1_121,C9C10,13.7702445856815,14.1776840425245,1.0,,,,,,,,
C1_122,C9C10,-10.625371574749401,-22.3410039620332,5.0,,,,,,,,
C1_123,C9C10,11.295558848368001,9.48068735022733,7.0,,,,,,,,
C1_124,C9C10,11.5900788439529,9.74372588860693,7.0,,,,,,,,
